,Suburb,Address,Rooms,Type,Price,Date,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longitude,Regionname,Propertycount,train_station_id,train_station_name,distance_to_train_station,closest_school,distance_to_closest_school,Year,Month
12078,Altona North,52A Angus Av,4,t,900000,2017/9/12,9.4,3,2,,150,2012,-37.83295,144.85746,Western Metropolitan,5132,19995,Spotswood Railway Station (Spotswood),2.52,Altona North Primary School,0.86,2017,9
12079,Airport West,75 Marshall Rd,3,h,943000,2017/9/12,10.4,1,2,610,,,-37.71733,144.88528,Western Metropolitan,3464,20032,Glenroy Railway Station (Glenroy),3.15,St Christopher's School,0.96,2017,9
12080,Airport West,35 Cameron St,3,h,776000,2017/9/12,10.4,2,2,190,134,2012,-37.73026,144.88652,Western Metropolitan,3464,20033,Oak Park Railway Station (Oak Park),3.37,Niddrie Primary School,0.71,2017,9
12081,Aberfeldie,4 Valencia St,2,h,1375000,2017/9/12,7.5,1,1,496,,,-37.76015,144.89864,Western Metropolitan,1543,22253,Essendon Railway Station (Essendon),1.61,Ave Maria College,0.4,2017,9
12082,Reservoir,2 Jess St,3,h,925000,2017/9/12,12,1,2,837,,,-37.70506,145.00413,Northern Metropolitan,21650,20009,Ruthven Railway Station (Reservoir),0.57,Reservoir Primary School,0.75,2017,9
12083,Ashwood,28 Carlyle St,4,h,1360000,2017/9/12,10.2,2,2,701,183,1950,-37.86138,145.09694,Southern Metropolitan,2894,19848,Ashburton Railway Station (Ashburton),1.37,Ashwood High School,0.66,2017,9
12084,Beaumaris,10A Comport St,4,t,1820000,2017/9/12,17.3,3,3,,,,-37.99246,145.03759,Southern Metropolitan,5366,19865,Mentone Railway Station (Mentone),2.69,Beaumaris Primary School,0.8,2017,9
12085,Bayswater North,6 Wendover Av,3,h,807000,2017/9/12,23.2,2,2,452,,,-37.82067,145.2677,Eastern Metropolitan,3598,19879,Ringwood East Railway Station (Ringwood East),1.82,Tinternvale Primary School,0.33,2017,9
12086,Bayswater,21 McComb Cr,3,h,743000,2017/9/12,23.2,1,1,740,,,-37.85223,145.27154,Eastern Metropolitan,5030,19870,Bayswater Railway Station (Bayswater),1.21,Our Lady of Lourdes School,0.62,2017,9
12087,Balwyn North,4 Penn St,3,h,2100000,2017/9/12,9.7,2,2,717,300,2004,-37.78952,145.08367,Southern Metropolitan,7809,19896,Mont Albert Railway Station (Mont Albert),3.84,Boroondara Park Primary School,0.37,2017,9
12088,Balwyn North,134 Maud St,3,h,1750000,2017/9/12,9.7,1,2,632,,,-37.7964,145.08004,Southern Metropolitan,7809,19893,Canterbury Railway Station (Canterbury),3.13,Balwyn North Primary School,0.27,2017,9
12089,Balwyn North,18 Kyora Pde,4,h,1760000,2017/9/12,9.7,2,2,837,,,-37.78817,145.06729,Southern Metropolitan,7809,19933,Ivanhoe Railway Station (Ivanhoe),2.88,St Bede's School,0.68,2017,9
12090,Balwyn,31 Winmalee Rd,4,h,2200000,2017/9/12,7.9,2,2,757,,,-37.80694,145.0866,Southern Metropolitan,5682,19894,Chatham Railway Station (Surrey Hills),1.94,Belmore School,0.56,2017,9
12091,Balwyn,26 Clapham St,4,h,2035000,2017/9/12,7.9,2,2,,180,1940,-37.81214,145.09874,Southern Metropolitan,5682,19896,Mont Albert Railway Station (Mont Albert),1.01,Mont Albert Primary School,0.37,2017,9
12092,Balaclava,33 Marlborough St,2,h,1170000,2017/9/12,6.4,1,1,156,88,1890,-37.86955,144.99218,Southern Metropolitan,2952,19956,Balaclava Railway Station (Balaclava),0.12,St Kilda Primary School,0.29,2017,9
12093,Avondale Heights,5 Intervale Dr,4,h,790000,2017/9/12,9.5,2,2,,,,-37.75163,144.85938,Western Metropolitan,4502,20004,Albion Railway Station (Sunshine North),4.21,St Martin de Porres School,0.79,2017,9
12094,Avondale Heights,39 Brown St,4,h,970000,2017/9/12,9.5,2,2,534,181,2000,-37.76643,144.85492,Western Metropolitan,4502,20004,Albion Railway Station (Sunshine North),2.94,Avondale Primary School,0.58,2017,9
12095,Attwood,3 Willowbank Wy,4,h,915000,2017/9/12,16.5,2,2,704,278,2000,-37.67061,144.89095,Northern Metropolitan,1130,22254,Broadmeadows Railway Station (Broadmeadows),2.88,Westmeadows Primary School,0.7,2017,9
12096,Attwood,12 Chandos Pl,4,h,820000,2017/9/12,16.5,2,3,657,36,2004,-37.66884,144.88636,Northern Metropolitan,1130,22254,Broadmeadows Railway Station (Broadmeadows),3.33,Westmeadows Primary School,1.12,2017,9
12097,Aspendale Gardens,3 Rochelle Ct,4,h,867500,2017/9/12,21.5,2,2,529,137,1990,-38.02704,145.1291,South-Eastern Metropolitan,2243,19861,Edithvale Railway Station (Edithvale),2.18,Aspendale Gardens Primary School,1.19,2017,9
12098,Ashwood,9 Katta Ct,3,h,1350000,2017/9/12,10.2,1,2,770,,,-37.8707,145.10363,Southern Metropolitan,2894,19840,Jordanville Railway Station (Mount Waverley),0.81,Frank Dando Sports Academy,0.63,2017,9
12099,Bentleigh,19B Fromer St,3,t,1160000,2017/9/12,11.4,3,1,,214,2013,-37.92832,145.04244,Southern Metropolitan,6795,19938,Patterson Railway Station (Bentleigh),0.71,Our Lady of the Sacred Heart College,0.36,2017,9
12100,Werribee,3 Penn Cl,3,h,627500,2017/9/12,14.7,3,2,726,207,1985,-37.9009,144.67386,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),1.13,Werribee Secondary College,0.68,2017,9
12101,Avondale Heights,177 Canning St,3,t,970000,2017/9/12,9.5,2,1,534,,1960,-37.76972,144.85516,Western Metropolitan,4502,20004,Albion Railway Station (Sunshine North),2.82,Avondale Primary School,0.69,2017,9
12102,Werribee,5 Hodge St,3,h,480000,2017/9/12,14.7,2,1,,130,1970,-37.90961,144.65543,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),1.24,Werribee Primary School,0.42,2017,9
12103,South Melbourne,64 Raglan St,2,h,1200000,2017/9/12,1.9,1,1,111,,,-37.83689,144.9638,Southern Metropolitan,5943,22238,Flinders Street Railway Station (Melbourne City),2.09,South Melbourne Park Primary School,0.42,2017,9
12104,South Morang,6 Mercury Cct,4,h,870000,2017/9/12,20.5,2,2,512,298,2015,-37.61672,145.0689,Northern Metropolitan,7969,52160,Hawkstowe Railway Station (South Morang),2.61,The Lakes South Morang P-9 School,2.11,2017,9
12105,South Morang,11 Paddys Pl,3,h,555000,2017/9/12,20.5,2,2,,125,2011,-37.61821,145.10505,Northern Metropolitan,7969,52160,Hawkstowe Railway Station (South Morang),0.86,Mernda Park Primary School,0.85,2017,9
12106,South Morang,15 Payne Pl,4,h,621000,2017/9/12,20.5,2,2,568,170,2002,-37.65116,145.09417,Northern Metropolitan,7969,52159,Middle Gorge Railway Station (South Morang),0.81,Morang South Primary School,0.2,2017,9
12107,South Morang,39 Rolain Av,3,h,612000,2017/9/12,20.5,2,2,348,140,1995,-37.63423,145.06856,Northern Metropolitan,7969,45795,South Morang Railway Station (South Morang),1.67,The Lakes South Morang P-9 School,0.63,2017,9
12108,St Albans,38 Albert Cr,2,h,642000,2017/9/12,14,1,2,476,,,-37.7411,144.79621,Western Metropolitan,14042,20002,St Albans Railway Station (St Albans),0.54,St Albans Primary School,0.26,2017,9
12109,St Albans,28 Kerrison Av,4,h,620000,2017/9/12,14,1,2,535,172,1990,-37.72843,144.78999,Western Metropolitan,14042,20001,Keilor Plains Railway Station (St Albans),0.34,St Albans North Primary School,1.12,2017,9
12110,St Albans,43 McArthur Av,3,h,695000,2017/9/12,14,1,3,696,,,-37.74118,144.81165,Western Metropolitan,14042,20002,St Albans Railway Station (St Albans),1.1,St Albans East Primary School,0.12,2017,9
12111,Strathmore,31 Holyrood Av,3,h,1400000,2017/9/12,8.2,2,2,517,529,1925,-37.73894,144.90766,Western Metropolitan,3284,20036,Glenbervie Railway Station (Essendon),1.49,Essendon North Primary School,0.49,2017,9
12112,Strathmore Heights,19A Tasman Av,3,t,800000,2017/9/12,8.2,2,2,306,206,2010,-37.71344,144.89478,Western Metropolitan,389,20032,Glenroy Railway Station (Glenroy),2.21,Glenroy West Primary School,1.52,2017,9
12113,St Albans,19 Anna St,3,h,477500,2017/9/12,14,1,1,,,,-37.7475,144.79025,Western Metropolitan,14042,20002,St Albans Railway Station (St Albans),0.91,Victoria University Secondary College,0.92,2017,9
12114,Sandringham,49 Sims St,4,h,2200000,2017/9/12,15.2,2,2,589,20,1917,-37.95333,145.01048,Southern Metropolitan,4497,19948,Sandringham Railway Station (Sandringham),0.62,Sacred Heart School,0.27,2017,9
12115,Sandringham,49 Grange Rd,4,h,1900000,2017/9/12,15.2,2,3,,210,1940,-37.94825,145.01634,Southern Metropolitan,4497,19948,Sandringham Railway Station (Sandringham),1.06,Sandringham Primary School,0.62,2017,9
12116,Richmond,26 Charles St,3,h,2200000,2017/9/12,2.4,2,1,155,171,1887,-37.82394,145.00044,Northern Metropolitan,14949,19907,East Richmond Railway Station (Richmond),0.4,Richmond Primary School,0.64,2017,9
12117,Werribee,11 Jabiru Ct,3,h,500000,2017/9/12,14.7,1,2,675,,,-37.88255,144.66385,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),1.89,Westgrove Primary School,0.59,2017,9
12118,Richmond,7 Coppin St,3,h,1705000,2017/9/12,2.4,2,1,229,,,-37.81689,145.00443,Northern Metropolitan,14949,19978,West Richmond Railway Station (Richmond),1.16,Richmond High School,0.15,2017,9
12119,Richmond,6/4 McGrath Ct,1,u,310000,2017/9/12,2.4,1,1,,,,-37.82385,144.99933,Northern Metropolitan,14949,19907,East Richmond Railway Station (Richmond),0.35,Richmond Primary School,0.64,2017,9
12120,Ringwood,51 Arlington St,3,h,767500,2017/9/12,19.9,2,2,,147,,-37.81958,145.22151,Eastern Metropolitan,7785,19901,Heatherdale Railway Station (Ringwood),0.7,Our Lady of Perpetual Help School,1,2017,9
12121,Ringwood,1A Vine St,3,h,875000,2017/9/12,19.9,2,1,,,,-37.82286,145.22687,Eastern Metropolitan,7785,19902,Ringwood Railway Station (Ringwood),0.83,Aquinas College,0.71,2017,9
12122,Ringwood East,3 Bruce Ct,4,h,1675000,2017/9/12,21.3,3,2,1633,254,1960,-37.813,145.25542,Eastern Metropolitan,4407,19879,Ringwood East Railway Station (Ringwood East),0.47,Tintern Grammar,0.3,2017,9
12123,Ringwood East,70A Gracedale Av,3,h,861000,2017/9/12,21.3,2,2,390,,,-37.81784,145.26208,Eastern Metropolitan,4407,19879,Ringwood East Railway Station (Ringwood East),1.23,Tinternvale Primary School,0.29,2017,9
12124,Ringwood East,2 Guest Cl,3,h,840000,2017/9/12,21.3,2,1,559,,,-37.81072,145.24055,Eastern Metropolitan,4407,19879,Ringwood East Railway Station (Ringwood East),0.86,Ringwood Secondary College,0.67,2017,9
12125,Ringwood East,5 Victoria St,4,h,1006000,2017/9/12,21.3,2,2,,,,-37.81134,145.25457,Eastern Metropolitan,4407,19879,Ringwood East Railway Station (Ringwood East),0.39,Tintern Grammar,0.5,2017,9
12126,Ringwood North,13 Cantala Cr,4,h,870000,2017/9/12,19.9,2,2,,,,-37.79894,145.21712,Eastern Metropolitan,3619,19902,Ringwood Railway Station (Ringwood),2.16,Ringwood Heights Primary School,0.59,2017,9
12127,Roxburgh Park,29 Grenville Tce,3,h,431000,2017/9/12,20.6,2,2,245,134,2003,-37.62203,144.92236,Northern Metropolitan,5833,40220,Roxburgh Park Railway Station (Roxburgh Park),2.14,Roxburgh Rise Primary School,0.66,2017,9
12128,Roxburgh Park,45 Stainsby Cr,3,h,575000,2017/9/12,20.6,2,2,505,164,1990,-37.63797,144.92776,Northern Metropolitan,5833,40220,Roxburgh Park Railway Station (Roxburgh Park),0.67,Roxburgh Park Primary School,0.52,2017,9
12129,Sandringham,125 Beach Rd,3,h,1800000,2017/9/12,15.2,1,3,,,,-37.95301,145.00485,Southern Metropolitan,4497,19948,Sandringham Railway Station (Sandringham),0.3,Sacred Heart School,0.37,2017,9
12130,Sandringham,13 Cowper St,3,h,1761000,2017/9/12,15.2,2,2,511,,,-37.95503,145.00794,Southern Metropolitan,4497,19948,Sandringham Railway Station (Sandringham),0.6,Sacred Heart School,0.4,2017,9
12131,Ringwood North,2 McMahon Ct,4,h,1080000,2017/9/12,19.9,2,2,710,,1980,-37.7913,145.24013,Eastern Metropolitan,3619,19879,Ringwood East Railway Station (Ringwood East),2.47,Holy Spirit School,0.36,2017,9
12132,Thomastown,40 Bickley Av,3,h,657000,2017/9/12,15.3,1,1,542,105,1970,-37.68082,145.03922,Northern Metropolitan,7955,20007,Thomastown Railway Station (Thomastown),2.2,St John XXIII Primary School,0.27,2017,9
12133,Thornbury,141 Harold St,2,h,1250000,2017/9/12,7,1,1,338,107,1925,-37.75558,144.9875,Northern Metropolitan,8870,20014,Thornbury Railway Station (Thornbury),0.98,Thornbury Primary School,0.81,2017,9
12134,Thornbury,58 Johnson St,2,h,1234500,2017/9/12,7,1,1,,,,-37.76177,144.99907,Northern Metropolitan,8870,20015,Croxton Railway Station (Northcote),0.31,St Mary's School,0.59,2017,9
12135,Thornbury,31 Normanby Av,3,h,1211000,2017/9/12,7,2,2,,,,-37.75928,144.99707,Northern Metropolitan,8870,20014,Thornbury Railway Station (Thornbury),0.49,Thornbury Primary School,0.43,2017,9
12136,Vermont,1 Bolinda Pl,4,h,1160000,2017/9/12,17.2,2,3,654,270,1985,-37.84351,145.19246,Eastern Metropolitan,4181,19900,Mitcham Railway Station (Mitcham),2.83,Vermont Secondary College,0.64,2017,9
12137,Vermont South,4 Cavill Ct,4,h,1088000,2017/9/12,17.2,2,2,661,,,-37.85681,145.17832,Eastern Metropolitan,4280,19873,Glen Waverley Railway Station (Glen Waverley),2.9,Weeden Heights Primary School,0.27,2017,9
12138,Viewbank,85 Rutherford Rd,3,h,1060000,2017/9/12,8.9,1,2,569,,,-37.73955,145.09105,Eastern Metropolitan,2698,19936,Rosanna Railway Station (Rosanna),2.22,Viewbank College,0.43,2017,9
12139,Wantirna,15 Chequers Cl,3,h,812000,2017/9/12,14.7,2,2,560,129,1982,-37.86422,145.2272,Eastern Metropolitan,5424,19871,Heathmont Railway Station (Heathmont),4.28,Templeton Primary School,0.58,2017,9
12140,Wantirna South,7 Apollo Ct,3,h,940000,2017/9/12,14.7,1,2,825,,,-37.8661,145.22118,Eastern Metropolitan,7082,19871,Heathmont Railway Station (Heathmont),4.68,The Knox School,0.19,2017,9
12141,Wantirna South,13 Bells Ct,4,h,1050000,2017/9/12,14.7,2,2,,175,2001,-37.88715,145.21598,Eastern Metropolitan,7082,19873,Glen Waverley Railway Station (Glen Waverley),4.81,Waverley Christian College,0.78,2017,9
12142,Watsonia,20 Weatherlake St,3,h,850000,2017/9/12,14.5,1,0,602,90,1960,-37.70508,145.08563,Northern Metropolitan,2329,19984,Watsonia Railway Station (Watsonia),0.67,Watsonia Primary School,0.24,2017,9
12143,Werribee,5 Denise Ct,3,h,570000,2017/9/12,14.7,2,3,,148,1980,-37.89307,144.64159,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),1.85,Manorvale Primary School,0.23,2017,9
12144,Werribee,12 Garden Ct,4,h,620000,2017/9/12,14.7,2,2,630,235,1995,-37.8786,144.65481,Western Metropolitan,16166,19921,Werribee Railway Station (Werribee),2.38,Westgrove Primary School,0.41,2017,9
12145,Vermont,3 Trinian St,4,h,1595000,2017/9/12,17.2,2,2,616,289,2014,-37.84009,145.19954,Eastern Metropolitan,4181,19900,Mitcham Railway Station (Mitcham),2.52,Vermont Secondary College,0.45,2017,9
12146,Templestowe,28 Rosco Dr,4,h,1155000,2017/9/12,15.5,2,2,816,,,-37.75297,145.16247,Eastern Metropolitan,6202,19987,Eltham Railway Station (Eltham),4.57,Templestowe Park Primary School,1.73,2017,9
12147,Templestowe,239 Serpells Rd,3,h,1550000,2017/9/12,15.5,2,2,609,,,-37.76744,145.15543,Eastern Metropolitan,6202,19898,Blackburn Railway Station (Blackburn),5.88,St Charles Borromeo School,0.18,2017,9
12148,Sunshine,11 Fraser St,3,h,772500,2017/9/12,10.5,1,2,,106,1920,-37.78586,144.82561,Western Metropolitan,3755,22241,Sunshine Railway Station (Sunshine),0.71,Sunshine College,0.59,2017,9
12149,Sunshine,30 High St,2,h,760000,2017/9/12,10.5,1,1,,107,1955,-37.78806,144.84197,Western Metropolitan,3755,22241,Sunshine Railway Station (Sunshine),0.8,Our Lady of the Immaculate Conception School,0.58,2017,9
12150,Sunshine North,50 Suffolk Rd,2,h,722000,2017/9/12,10.5,1,1,,105,1995,-37.77243,144.83578,Western Metropolitan,4217,20004,Albion Railway Station (Sunshine North),1.13,Sunshine North Primary School,0.13,2017,9
12151,Sunshine West,35 Fontana Cl,4,h,790000,2017/9/12,10.5,2,2,,216,,-37.79567,144.79956,Western Metropolitan,6763,20020,Ardeer Railway Station (Ardeer),1.42,Ardeer South Primary School,0.81,2017,9
12152,Sydenham,4 Picadilly Pl,4,h,705000,2017/9/12,18,2,2,558,,,-37.70756,144.77674,Western Metropolitan,3640,22244,Watergardens Railway Station (Sydenham),0.75,Emmaus Catholic Primary School,0.9,2017,9
12153,Taylors Hill,14 Willowood Ct,4,h,621000,2017/9/12,18,2,2,,,,-37.70961,144.76048,Western Metropolitan,4242,22244,Watergardens Railway Station (Sydenham),1.53,Taylors Hill Primary School,0.79,2017,9
12154,Taylors Lakes,77 Australia Dr,3,h,760000,2017/9/12,15.5,2,2,,,,-37.70782,144.78295,Western Metropolitan,5336,22244,Watergardens Railway Station (Sydenham),1.07,Taylors Lakes Primary School,0.97,2017,9
12155,Taylors Lakes,71 Wellesley Dr,4,h,700000,2017/9/12,15.5,2,3,723,,,-37.69048,144.78702,Western Metropolitan,5336,22244,Watergardens Railway Station (Sydenham),1.64,Emmaus Catholic Primary School,1.7,2017,9
12156,Taylors Lakes,7 Sandpiper Dr,4,h,681500,2017/9/12,15.5,2,2,650,,1991,-37.69783,144.78773,Western Metropolitan,5336,22244,Watergardens Railway Station (Sydenham),1.25,Taylors Lakes Secondary College,1.22,2017,9
12157,Taylors Lakes,63 Cambridge Cr,4,h,836000,2017/9/12,15.5,2,2,700,223,2000,-37.68251,144.77764,Western Metropolitan,5336,22244,Watergardens Railway Station (Sydenham),2.09,Catholic Regional College Institute of Training,1.94,2017,9
12158,Windsor,73 Lewisham Rd,3,h,1970000,2017/9/16,4.6,2,0,362,,1895,-37.85327,144.99947,Southern Metropolitan,4380,19957,Windsor Railway Station (Windsor),0.72,Windsor Primary School,0.56,2017,9
12159,Mount Waverley,15 Lynden Gr,4,h,1335000,2017/9/16,14.2,1,3,731,145,1970,-37.86118,145.11506,Eastern Metropolitan,13366,19840,Jordanville Railway Station (Mount Waverley),1.41,Essex Heights Primary School,0.21,2017,9
12160,Mount Waverley,11 Pamela St,3,h,1451000,2017/9/16,14.2,2,1,730,,,-37.88494,145.11951,Eastern Metropolitan,13366,19875,Mount Waverley Railway Station (Mount Waverley),1.31,Mount Waverley Primary School,0.58,2017,9
12161,Windsor,129 Peel St,3,h,2056000,2017/9/16,4.6,1,2,,,,-37.85536,144.98924,Southern Metropolitan,4380,19957,Windsor Railway Station (Windsor),0.26,Prahran High School,0.4,2017,9
12162,Windsor,14 McIlwrick St,2,h,1300000,2017/9/16,4.6,1,1,258,,,-37.85591,144.99356,Southern Metropolitan,4380,19957,Windsor Railway Station (Windsor),0.13,Presentation College Windsor,0.22,2017,9
12163,Williamstown North,52a Florence St,3,h,1190000,2017/9/16,6.8,2,2,297,,2005,-37.85537,144.87578,Western Metropolitan,802,19993,North Williamstown Railway Station (Williamstown),1.19,Bayside P-12 College,0.87,2017,9
12164,Windsor,5 Gladstone St,3,h,1425000,2017/9/16,4.6,1,1,188,150,1907,-37.85277,144.98485,Southern Metropolitan,4380,19958,Prahran Railway Station (Prahran),0.57,Victorian College For The Deaf,0.4,2017,9
12165,Mount Waverley,72 Lechte Rd,4,h,1412000,2017/9/16,14.2,3,2,,,,-37.87043,145.1399,Eastern Metropolitan,13366,19874,Syndal Railway Station (Glen Waverley),1.08,Mount Waverley North Primary School,0.3,2017,9
12166,Yarraville,9 Hawkhurst St,3,h,1190000,2017/9/16,6.3,1,2,515,89,1955,-37.82067,144.87725,Western Metropolitan,6543,19996,Yarraville Railway Station (Yarraville),1.24,Wembley Primary School,0.25,2017,9
12167,Moonee Ponds,48 Vine St,4,h,1200000,2017/9/16,6.2,1,1,455,145,1920,-37.76913,144.93236,Western Metropolitan,6232,20039,Ascot Vale Railway Station (Ascot Vale),1.15,Moonee Ponds Primary School,0.65,2017,9
12168,Mount Waverley,54 Doynton Pde,4,h,1416000,2017/9/16,14.2,3,2,,,,-37.88253,145.14414,Eastern Metropolitan,13366,19874,Syndal Railway Station (Glen Waverley),0.86,Syndal South Primary School,0.39,2017,9
12169,Mordialloc,4/1 Ashmore Av,2,u,675000,2017/9/16,21.5,1,1,,93,1970,-38.00109,145.08454,South-Eastern Metropolitan,3650,19863,Mordialloc Railway Station (Mordialloc),0.67,Mordialloc Beach Primary School,0.62,2017,9
12170,Moorabbin,2/165 Wickham Rd,3,u,828000,2017/9/16,14.3,2,2,301,117,1980,-37.94511,145.04427,Southern Metropolitan,2555,19872,Highett Railway Station (Highett),0.42,Moorabbin Primary School,0.54,2017,9
12171,Moonee Ponds,113 Wilson St,3,h,1007500,2017/9/16,6.2,1,1,450,,,-37.76375,144.93701,Western Metropolitan,6232,20038,Moonee Ponds Railway Station (Moonee Ponds),1.59,Moonee Ponds Primary School,0.36,2017,9
12172,Moonee Ponds,6/36 Gladstone St,2,u,620000,2017/9/16,6.2,1,1,,,,-37.76828,144.92036,Western Metropolitan,6232,20038,Moonee Ponds Railway Station (Moonee Ponds),0.31,Ascot Vale Primary School,0.84,2017,9
12173,Moonee Ponds,1/3 Corio St,2,h,883500,2017/9/16,6.2,1,2,,102,1992,-37.76287,144.90522,Western Metropolitan,6232,22253,Essendon Railway Station (Essendon),1.23,Resurrection House,0.69,2017,9
12174,Montmorency,2/38 Station Rd,2,u,620000,2017/9/16,16.2,1,1,,,1990,-37.71546,145.12,Eastern Metropolitan,3891,19986,Montmorency Railway Station (Montmorency),0.13,Montmorency Primary School,0.28,2017,9
